Feature,Chi2_Score,P_Value
makaleler,2.442233624858676,0.999998038447403
ducar,2.442233624858676,0.999998038447403
strawman,2.442041613161027,0.9999980397436042
nepean,2.4412240030208134,0.9999980452546949
gvg,2.4409271392902454,0.9999980472523788
bethlehem,2.4406250722780416,0.9999980492832626
lindberg,2.4402354668849466,0.9999980518999916
delays,2.440123069860538,0.9999980526543252
multiplexed,2.4400419846382877,0.9999980531983578
fashionable,2.4400319839059526,0.9999980532654474
certified,2.4398928825125825,0.999998054198399
dropped,2.4398849733803254,0.9999980542514338
synoptics,2.439383329219636,0.999998057612662
crown,2.439187402661185,0.999998058924087
shz,2.439159085365584,0.9999980591135641
vastly,2.438129589581435,0.9999980659912735
whatnot,2.438116288890755,0.9999980660799926
filtered,2.4381008115642127,0.9999980661832261
earns,2.436943966679508,0.9999980738858607
bankers,2.436846283496457,0.999998074535048
strangle,2.4363949257267903,0.9999980775322416
v7,2.4358697453841387,0.9999980810145608
begged,2.4356527873995333,0.9999980824515514
901,2.435134163891436,0.9999980858828063
rampant,2.4349001410610267,0.9999980874293786
bernard,2.4348228003486145,0.9999980879402575
tremendous,2.4346718838170833,0.9999980889368058
apiece,2.4343550016199753,0.9999980910278129
379,2.4343236824365597,0.9999980912343709
periodically,2.4338565734206505,0.9999980943127771
corrosion,2.4337625108384673,0.9999980949321611
grabbers,2.433734287748666,0.9999980951179707
disappear,2.433734220303451,0.9999980951184146
integrating,2.433406676090317,0.9999980972736873
dragging,2.432844600283725,0.99999810096728
pics,2.4324336022739774,0.9999981036641575
absolutist,2.432263597320583,0.9999981047787222
allocating,2.432131824434521,0.9999981056422443
guidelines,2.4316554684687444,0.9999981087610161
uncertainties,2.431647486994167,0.9999981088132341
favourable,2.4315256664041867,0.999998109610078
tentative,2.4311545683615834,0.9999981120356853
tow,2.431058675844546,0.9999981126620291
gilles,2.4308390741981603,0.9999981140957291
consortia,2.430400211337843,0.9999981169580814
6w,2.4303013709598806,0.999998117602219
carmen,2.430244553543978,0.9999981179724088
winds,2.430223894853779,0.9999981181069934
asd,2.4299623341063685,0.999998119810255
economist,2.4298754572339902,0.9999981203756946
bending,2.4293826322176755,0.9999981235804679
sweat,2.429281480114526,0.9999981242376605
merchant,2.4289734795676137,0.9999981262375354
694,2.4289480571395647,0.999998126402523
hips,2.4284595024298343,0.9999981295707231
patronizing,2.428335328158586,0.9999981303752339
bachelor,2.428088166894157,0.9999981319756713
wholeheartedly,2.428085111689062,0.9999981319954472
supper,2.427777389942781,0.9999981339863541
encounters,2.4276264735214257,0.9999981349620856
yuk,2.4275601147346775,0.9999981353909803
reimburse,2.427441966172946,0.9999981361543949
bandaged,2.426670685354278,0.9999981411313628
av,2.4266288220852705,0.9999981414011709
comparatively,2.4264019348103094,0.9999981428628667
dwallach,2.4260435398683033,0.9999981451697575
carney,2.4258955848510166,0.9999981461213797
combination,2.4255264338930353,0.9999981484938546
branches,2.4252411566738585,0.9999981503254846
props,2.4251688305950685,0.9999981507896066
deficiency,2.4249759971585,0.9999981520265411
vacant,2.424246491375815,0.9999981566994915
prevalence,2.4241148629245024,0.9999981575415652
lifetimes,2.424045472424545,0.9999981579853465
handwriting,2.423752357480557,0.9999981598589183
levy,2.422225351609463,0.9999981695927709
undue,2.422165571723448,0.9999981699729271
guerrillas,2.4220891106077485,0.999998170459064
rmw,2.421764497023799,0.9999981725217003
punching,2.4211836916227782,0.9999981762071869
asic,2.420454675699614,0.9999981808240279
sensation,2.4204087831981185,0.999998181114325
dce,2.4203470356360475,0.9999981815048515
regulatory,2.420251678624334,0.9999981821078006
inaccessible,2.4198619057912802,0.9999981845705612
barr,2.4197113955564684,0.9999981855207792
microbial,2.4194745161891684,0.9999981870153999
mole,2.4189139700640307,0.9999981905479911
persecute,2.4187092924799027,0.9999981918363933
harping,2.4184613623814086,0.9999981933959967
keyword,2.418357741258161,0.9999981940474797
remiss,2.418357228193146,0.999998194050705
mocking,2.4179888730777757,0.9999981963649635
overlook,2.4178940852889212,0.9999981969600694
touchy,2.417679096872017,0.9999981983092003
tatars,2.417523125101718,0.9999981992874329
visually,2.4170728775066452,0.999998202108741
1985,2.41685825529632,0.9999982034522429
b9,2.4166138776082615,0.9999982049809505
ajz,2.4164843205311715,0.9999982057909392
6pm,2.4160951721238777,0.9999982082219857
ploy,2.4160198665455,0.9999982086920971
conacher,2.415968765939,0.9999982090110429
veteran,2.415684577954941,0.9999982107839122
slowing,2.4156187842336525,0.9999982111941409
ala,2.41560973805914,0.999998211250538
shelter,2.4155225218068535,0.9999982117941975
wiped,2.4151468086087764,0.9999982141345561
ave,2.4148816239428648,0.999998215784823
continuing,2.4143803131782544,0.9999982189009141
martin,2.4143118209555348,0.9999982193262879
improves,2.4140350983992698,0.9999982210439886
hinder,2.4139315681833065,0.9999982216862631
genocidal,2.413642764713194,0.9999982234768627
mortal,2.4135185742077976,0.9999982242463714
affirmation,2.413497268799409,0.9999982243783548
assaulted,2.4132089143951996,0.9999982261638268
smudge,2.4128511033909352,0.9999982283772074
3k,2.4127330613783182,0.9999982291068776
unscientific,2.411793617821614,0.9999982349047228
dudes,2.4117647904507384,0.9999982350823728
hypocrites,2.410952774732502,0.9999982400800965
200k,2.410694866834651,0.9999982416648783
transgressions,2.410498952317331,0.9999982428678994
drowned,2.4103475612734977,0.999998243797034
weakly,2.4094582120152115,0.9999982492466617
pathnames,2.4093446175663433,0.9999982499416735
108,2.409328094934958,0.999998250042745
steep,2.4082547662733043,0.9999982565976393
honey,2.4082044280093378,0.9999982569045358
discourage,2.4076673687584416,0.9999982601759043
barbarous,2.4065866373416394,0.9999982667428063
russ,2.4065227155087787,0.9999982671305442
cautionary,2.4058171343750203,0.9999982714054781
coincidentally,2.405760340748332,0.9999982717491784
handful,2.4053474831115036,0.9999982742459068
savagely,2.4051030055566813,0.9999982757228947
passive,2.4043019841403455,0.99999828055452
dwelling,2.4019662016381034,0.9999982945766603
injustice,2.4018942362729505,0.999998295007104
scenarios,2.4017986026301092,0.9999982955789682
envy,2.4015445959281343,0.9999982970970552
94043,2.4014981112002944,0.9999982973747472
synopsis,2.4014532677267986,0.9999982976425975
recalls,2.4013430609798307,0.9999982983007079
whip,2.401091035268001,0.9999982998048756
1033,2.4006535514249268,0.9999983024131802
frustrated,2.4005652321027506,0.9999983029393245
hip,2.400206647895067,0.9999983050740654
1995,2.3999043181224606,0.9999983068721016
blows,2.3998716843944727,0.9999983070660843
763,2.399562917928615,0.9999983089005132
i1,2.3994558559531773,0.9999983095361826
breathed,2.399139475737692,0.9999983114134477
combs,2.3990291975533187,0.9999983120673668
viruses,2.398843756685321,0.999998313166485
appeasement,2.3981772972902364,0.9999983171115094
efficiently,2.397820119703796,0.9999983192224864
curfew,2.3974816351297408,0.999998321220867
potter,2.3973134036881887,0.9999983222133233
clarifications,2.3970499036722166,0.9999983237667807
beneficial,2.3969162618407065,0.9999983245541861
waved,2.39660278483197,0.9999983263999067
899,2.39613679780188,0.9999983291403348
keyspace,2.3955536054113518,0.999998332564559
italians,2.395105541267683,0.9999983351912434
congenial,2.3949685442165567,0.9999983359936445
creek,2.393281814531174,0.999998345845511
stub,2.3920529633959515,0.9999983529911358
stocked,2.3918882832606276,0.9999983539466961
kelso,2.391172619722798,0.9999983580937726
dedicated,2.390907067714038,0.9999983596302701
revolting,2.390824791312336,0.9999983601060727
crop,2.3896071827217216,0.9999983671335085
matching,2.3895314097099027,0.9999983675699692
somesuch,2.389503110516927,0.9999983677329496
lawsuits,2.389413377828034,0.999998368249644
guiding,2.389361841577833,0.9999983685463334
rewritten,2.389277998735336,0.999998369028909
pieces,2.3891543758835376,0.9999983697402215
guild,2.389091899003572,0.9999983700996045
keypad,2.38897173261351,0.9999983707906391
xm5,2.388805324087691,0.9999983717471768
heavenly,2.3887046128037626,0.9999983723258418
embarrassing,2.3886914267979913,0.9999983724015925
heinous,2.3886751291545947,0.9999983724952147
bums,2.388387358895176,0.9999983741475488
unlicensed,2.3882365905958776,0.9999983750126575
begins,2.3874732238459884,0.9999983793867373
vigorously,2.3873223797376104,0.9999983802498634
349,2.387077583380294,0.9999983816497342
loses,2.387017978258002,0.999998381990428
lumping,2.3862637277991228,0.9999983862962426
vices,2.3861257253893866,0.9999983870829859
lore,2.386107530996638,0.9999983871866863
browsing,2.385762802066325,0.9999983891504036
turned,2.385725839579301,0.9999983893608341
relentless,2.3854475421458634,0.9999983909444392
quintal,2.38496603534296,0.9999983936811868
rim,2.384621754885343,0.9999983956355049
c9,2.3845741176201987,0.9999983959057568
comparative,2.384170180497232,0.9999983981957561
chastised,2.3835779457808717,0.9999984015481296
xw,2.3828347778357086,0.9999984057462648
bcm,2.382208404281841,0.9999984092772077
venting,2.3814280353077257,0.9999984136667586
bodied,2.3813204543657465,0.9999984142710738
hostages,2.380944934751292,0.9999984163789198
wound,2.3804916589992087,0.9999984189199874
shrapnel,2.380461578050703,0.9999984190884964
divided,2.380179648724261,0.9999984206670657
counterparts,2.3799206044226766,0.9999984221162935
greedy,2.3797723330141825,0.9999984229452816
poetry,2.3797416541718133,0.9999984231167606
similarly,2.379361419188925,0.9999984252407363
denying,2.379273100910982,0.9999984257337233
cory,2.3789756666892004,0.9999984273929986
24gc,2.378777223071483,0.9999984284991988
dice,2.3787690290219463,0.9999984285448611
mustafa,2.378377979949499,0.999998430722689
cutoff,2.3781623717935347,0.9999984319223334
337,2.378000650338008,0.9999984328216304
conversions,2.3778269000342926,0.9999984337873189
gimmick,2.3776236044931216,0.9999984349165624
zen,2.3768435015791347,0.9999984392432452
blinds,2.376244770153451,0.9999984425569526
twist,2.3755546131499163,0.9999984463690923
hassles,2.3741914432957745,0.9999984538749187
distinguishing,2.3736904221978494,0.9999984566257096
gradient,2.3728062107965564,0.9999984614700091
wn,2.372476912262528,0.9999984632707549
discounts,2.3716401039196158,0.9999984678385652
fouled,2.370910151445137,0.999998471813476
authoritative,2.37049103843989,0.9999984740916881
unique,2.370453703138574,0.9999984742944922
pga,2.369365014634795,0.9999984801979481
intuition,2.3693105036108495,0.999998480493015
clicked,2.3688580867055515,0.9999984829400216
opens,2.368827758872342,0.9999984831039348
685,2.3684155306981025,0.9999984853303875
foyer,2.368197728585421,0.9999984865055971
0d,2.36753574598004,0.9999984900726506
backhanded,2.3670684584886486,0.9999984925862115
attached,2.3669941510744144,0.9999984929855802
locally,2.3666979877436676,0.9999984945764123
staggered,2.366566957884071,0.9999984952797706
ensuing,2.3664231535870446,0.999998496051373
hammers,2.36640857785714,0.999998496129562
pools,2.3662831747594906,0.99999849680212
1917,2.365477565193607,0.9999985011165259
dante,2.3654484292842204,0.9999985012723606
nitty,2.3652585629225507,0.9999985022875254
gritty,2.3652585629225507,0.9999985022875254
respectful,2.3651870294307646,0.9999985026698412
clout,2.364580294720528,0.999998505909178
ms3,2.3644052514475247,0.9999985068425985
hateful,2.3640260954546366,0.9999985088627195
saturnian,2.363857188594658,0.9999985097618822
rewind,2.3638465535085302,0.9999985098184815
grating,2.3619858791878583,0.9999985196922494
tronic,2.361583975882711,0.9999985218175067
jeremiah,2.36150646924086,0.999998522227056
turkeys,2.361321624985012,0.9999985232033861
snap,2.360934598942627,0.9999985252458105
rejects,2.360913434014973,0.9999985253574319
_journal,2.360493489554379,0.9999985275706587
910,2.3602145006621327,0.9999985290394168
lidstrom,2.359575908786334,0.9999985323965522
jyrki,2.359095645379914,0.9999985349169623
attracting,2.3586826381124864,0.9999985370814121
2e,2.3578961766660456,0.9999985411953609
desirable,2.35773212921309,0.9999985420522213
slowly,2.357579405318951,0.9999985428495436
rage,2.3574983315086095,0.9999985432726503
float,2.3574344116730135,0.999998543606159
1017,2.3573463154383814,0.9999985440657022
cisco,2.3572651675531278,0.999998544488889
unspeakable,2.3571138932988824,0.9999985452775005
interaction,2.3568401895587603,0.9999985467034108
marcel,2.356099066883058,0.9999985505583457
1933,2.3560170649593957,0.9999985509843319
indefinitely,2.3557140973249755,0.9999985525572564
belongings,2.3557125933750513,0.9999985525650608
outweigh,2.355680958771583,0.9999985527292128
wt,2.3555352522832202,0.9999985534850756
duly,2.3555075573986772,0.999998553628706
hardcopy,2.3554394681011717,0.9999985539817764
155,2.3552633514482624,0.9999985548946654
logged,2.355252847260118,0.9999985549490973
cooperating,2.3550040434899313,0.9999985562378615
exploring,2.354958120514444,0.9999985564756263
467,2.3543737633471737,0.9999985594981542
himem,2.354324496234443,0.9999985597527323
appalling,2.354087776309575,0.9999985609753921
ward,2.3540098228643047,0.9999985613778251
provine,2.353248278432382,0.999998565304152
polled,2.353090953945503,0.9999985661141175
fuzzy,2.3526339699938954,0.9999985684645947
importantly,2.352360748569,0.9999985698683008
heroes,2.351944210925958,0.9999985720060138
illustrate,2.351756654143525,0.9999985729676691
seige,2.351631132676227,0.9999985736109387
1963,2.3514833622138895,0.999998574367907
141,2.351234816242541,0.999998575640322
audette,2.3512212840396822,0.999998575709571
ninety,2.3502886470731053,0.9999985804751691
dewey,2.3501645572458445,0.9999985811082013
politician,2.3500186636842852,0.99999858185215
darth,2.349580791242276,0.9999985840829435
rightful,2.349535596076362,0.9999985843130224
mags,2.3484343889719153,0.9999985899090219
ccs,2.348336151238802,0.999998590407303
cryptanalytic,2.348194140808617,0.999998591127338
inefficient,2.3479669885322463,0.9999985922784044
finest,2.3479315252557704,0.9999985924580366
statutory,2.3478636140126334,0.9999985928019721
k7,2.3472709984910933,0.9999985958001735
approving,2.3472437681777745,0.9999985959378057
bomber,2.347063542480891,0.9999985968484395
bitch,2.3466595854986156,0.9999985988876694
doens,2.346631028346065,0.9999985990317325
96,2.3466228294518925,0.9999985990730913
heel,2.346428373383889,0.9999986000537028
precautions,2.3459143034811256,0.999998602643211
587,2.345620842623326,0.9999986041195891
zmolek,2.3454862152576905,0.9999986047964359
alongside,2.3450003972926257,0.9999986072365477
operative,2.3447856765808934,0.9999986083138429
cz,2.3446779133928968,0.9999986088542393
theatre,2.344552594805498,0.9999986094824412
enlarge,2.34433447764641,0.9999986105752409
599,2.344042495978632,0.9999986120369471
supervising,2.3437720511433016,0.9999986133896467
brevity,2.3431002279201487,0.9999986167449978
develops,2.3428533539379277,0.9999986179762139
misconception,2.3428319721607607,0.999998618082805
727,2.342755255101626,0.999998618465191
738,2.3425825916345766,0.9999986193254737
resignation,2.3420714665781817,0.9999986218693935
586,2.341712263444268,0.9999986236547499
lesser,2.3414645902823144,0.9999986248845976
andrews,2.341045077470892,0.9999986269655594
offered,2.3405757965065574,0.9999986292901558
mechanically,2.340574504621133,0.9999986292965505
127,2.3398377692858925,0.9999986329390901
omaha,2.339733875962506,0.9999986334520797
framework,2.3395962875078355,0.9999986341311873
fij,2.339511284598836,0.9999986345505975
nonstandard,2.33939312192736,0.9999986351334347
helsingius,2.3393049668763815,0.9999986355681187
bruises,2.338937681204277,0.9999986373778774
tunnel,2.3387767004296425,0.9999986381704357
elevator,2.3382808025750204,0.9999986406093824
hollow,2.3378577039451445,0.9999986426872891
shaking,2.337856028337044,0.9999986426955128
preserved,2.3378077356647466,0.9999986429325095
ling,2.3376700328347644,0.9999986436080904
unsportsmanlike,2.3374035324631497,0.9999986449147338
brink,2.3366559779159073,0.9999986485741474
glorious,2.336016223118238,0.9999986516990532
j3,2.3359870488671652,0.9999986518414063
protector,2.3357882622254755,0.9999986528110213
afterthought,2.3356330502484406,0.9999986535676729
investigators,2.3351021088539734,0.9999986561532033
nearer,2.33491192315938,0.9999986570783044
_j,2.3349076666662993,0.9999986570990025
intact,2.3338382438845295,0.9999986622905408
terrifying,2.333756179817983,0.9999986626882026
notices,2.332905022536639,0.9999986668066547
preeminent,2.332339412312502,0.9999986695373568
arnold,2.3319457700600275,0.999998671434953
johnston,2.331759884945241,0.9999986723302166
hoc,2.3317196452273086,0.999998672523951
deteriorate,2.3315158028283522,0.9999986735049751
cries,2.3312371139236507,0.9999986748451923
mason,2.331012867754785,0.9999986759227413
insensitive,2.33075181791426,0.999998677176182
corridor,2.330687825374353,0.9999986774832875
feeds,2.3306856646062712,0.9999986774936561
qr,2.3304301024838545,0.9999986787194951
amtrak,2.330047777724448,0.9999986805515285
gw,2.328355619398866,0.999998688633626
receipts,2.328221020121309,0.9999986892746522
stockton,2.3281627786840047,0.9999986895519416
spain,2.3275996895782685,0.9999986922302044
fulfilling,2.32740791497808,0.9999986931412718
cider,2.3268260452686116,0.9999986959022034
elaborated,2.3265857042021825,0.9999986970411278
insider,2.3265719818934905,0.9999986971061288
employed,2.326523433869075,0.9999986973360726
_a,2.3262776785979313,0.999998698499533
hybrid,2.325219284474495,0.9999987034999142
hubbard,2.3251947112032303,0.9999987036158123
whims,2.324875940481677,0.9999987051184583
indian,2.324751480059984,0.9999987057047394
notably,2.324186392109721,0.999998708363737
hating,2.323958609366896,0.9999987094342185
abhor,2.3238971183942505,0.9999987097230678
uncover,2.3238030742571985,0.9999987101647247
unexpected,2.323297490286371,0.9999987125368384
households,2.322805868156175,0.9999987148398156
surprises,2.321799358308609,0.9999987195436119
exuberant,2.321594652002273,0.9999987204984512
splice,2.321283272243106,0.9999987219496775
hopeless,2.321198239680004,0.9999987223457347
avenger,2.320598476449162,0.9999987251362363
myopic,2.320512365436789,0.9999987255364483
unjust,2.3190656425892326,0.9999987322440003
yahweh,2.319035402827207,0.9999987323838758
identically,2.3189479314346126,0.9999987327884038
forbidden,2.318621535301583,0.9999987342968958
evason,2.317882439682045,0.9999987377069884
ant,2.3170717007112422,0.999998741438465
occured,2.316327316080797,0.9999987448561114
sequentially,2.3158024092891756,0.9999987472612399
nonexistence,2.315723644378649,0.9999987476217963
vocational,2.315121792486932,0.9999987503738794
hospitalized,2.315014078167646,0.9999987508658699
anarchy,2.3147696688350097,0.9999987519815983
rapidly,2.3145554683363514,0.9999987529587123
planner,2.314267729807337,0.9999987542702388
disgust,2.3141145400073615,0.9999987549679972
hysterically,2.313973645952894,0.9999987556094508
albedo,2.31365967004365,0.9999987570378694
stdio,2.3127179721001228,0.9999987613135519
c8v,2.312680592550307,0.9999987614830063
particles,2.3125810118891184,0.9999987619343416
relying,2.311961690545349,0.9999987647381258
paints,2.3117257722621134,0.9999987658047224
2_,2.310593333801861,0.9999987709134096
pathway,2.31026787587493,0.999998772378226
untrained,2.310195667836986,0.9999987727030135
7m,2.3101051807901225,0.9999987731099137
5g,2.3100431862820527,0.9999987733886216
plague,2.309206973516921,0.9999987771426095
levant,2.3092024777047504,0.9999987771627654
vmm,2.309161683436857,0.9999987773456442
supersedes,2.3087167953492918,0.9999987793385159
stinks,2.308348269389916,0.9999987809871895
gil,2.3082180717036915,0.9999987815691924
cropping,2.3078385229055502,0.9999987832644563
competitiveness,2.30572532871447,0.9999987926657236
qx,2.3052039979233934,0.9999987949753256
digested,2.304995087692836,0.9999987958997643
sausage,2.304326561754638,0.9999987988538921
gathering,2.304144995438563,0.999998799655123
lent,2.3036820031558425,0.999998801696155
592,2.30360639987885,0.9999988020291545
decodes,2.303140424882577,0.9999988040797995
ducks,2.3031344411078725,0.9999988041061127
upstairs,2.3023275968118515,0.9999988076495724
misrepresent,2.3022649332074794,0.9999988079243937
nyu,2.3020951122971534,0.9999988086688942
389,2.3020742476016505,0.999998808760338
facilitate,2.3020244877360443,0.9999988089783959
countryside,2.3017913304004347,0.999998809999678
partner,2.3016440782069796,0.9999988106442845
3e,2.3015724912392574,0.9999988109575518
darwin,2.301224151306069,0.9999988124808792
smiling,2.30107877866369,0.9999988131161082
sophistry,2.3000952139541195,0.9999988174062102
performs,2.2999651244935797,0.9999988179726242
metrics,2.2997865125521537,0.9999988187499232
shatterstar,2.2996980859028944,0.9999988191345819
examining,2.2992614421830146,0.9999988210324025
cluttering,2.2991814835602145,0.9999988213796464
_anything_,2.298909910157477,0.9999988225583712
spectator,2.298391305316966,0.9999988248064587
piano,2.2983179830289213,0.9999988251240011
stdlib,2.2967489566916552,0.999998831901279
psuedo,2.2957743973347395,0.9999988360937041
gulls,2.295721274727075,0.9999988363218547
dwarf,2.2956032458722415,0.9999988368286253
correspondingly,2.2954218814774507,0.9999988376069613
wisely,2.2953885430861667,0.9999988377499858
______________________________________________________________,2.295041208613998,0.9999988392391714
devastating,2.2949047932759807,0.9999988398235948
hefty,2.294709788875268,0.9999988406585791
134,2.294591662228899,0.9999988411641287
daring,2.2943803819236686,0.9999988420678736
testimonies,2.2942984034285083,0.9999988424183692
reuse,2.293743252308816,0.9999988447894729
236,2.293494851278545,0.9999988458490519
disputing,2.293222239400687,0.9999988470109338
timber,2.292734820277418,0.9999988490858023
vigils,2.2920275694053154,0.9999988520906985
muttered,2.291475004534915,0.9999988544336403
replication,2.2913144479572973,0.999998855113641
clears,2.2910205907814287,0.9999988563572986
halls,2.290917461382951,0.9999988567934831
204,2.2904439093235167,0.9999988587945127
dismay,2.2896417097817108,0.9999988621773311
trashed,2.289520123342356,0.9999988626892922
advising,2.28948946840916,0.9999988628183386
reproduce,2.289304383661555,0.99999886359721
theorists,2.2892998495169294,0.9999988636162848
aim,2.28926035665799,0.9999988637824158
diagonal,2.289177028590299,0.9999988641328752
300k,2.2887227943153508,0.999998866041635
jr,2.2882346189043608,0.9999988680899162
trickier,2.2873009277080856,0.9999988719985452
plastics,2.2869773880646282,0.999998873350215
remarked,2.2868158802919765,0.999998874024429
retaliate,2.286754229518204,0.9999988742816976
asu,2.2865101577089444,0.9999988752997087
465,2.2863697140208905,0.9999988758851298
netmail,2.286195529314618,0.9999988766108285
massaging,2.2859165164669846,0.9999988777724212
rationing,2.285905845046794,0.9999988778168281
guarded,2.285238682216913,0.9999988805900548
likes,2.285033875969394,0.9999988814401882
barracks,2.284966277258252,0.9999988817206618
persevere,2.2837109937697786,0.9999988869178733
praises,2.2835488571474,0.9999988875876313
109,2.2834452740506253,0.9999988880153318
discusses,2.283346529403127,0.9999988884229212
arrive,2.283326136600004,0.9999988885070806
subtlety,2.2833066876896133,0.9999988885873395
manipulator,2.2828200800278213,0.9999988905937641
unpack,2.2828177811776675,0.9999988906032354
suburban,2.2823154905437746,0.9999988926710118
becomming,2.2820322400082893,0.9999988938355915
rehabilitation,2.281527388844175,0.9999988959086425
dbp,2.28064806400157,0.9999988995113293
artery,2.280244638760018,0.9999989011607874
membranes,2.2802243541325993,0.9999989012436671
weed,2.280207237064865,0.9999989013136005
warping,2.2801564100517964,0.9999989015212362
concludes,2.279764976725124,0.999998903119157
anointed,2.27905000815342,0.9999989060326151
rn,2.2790368475107297,0.9999989060861809
farside,2.2789618330860457,0.9999989063914579
924,2.278903934916378,0.9999989066270285
ahem,2.278549437498588,0.9999989080684133
hashing,2.278381043304275,0.9999989087525253
reversing,2.2782473749172363,0.9999989092952966
workings,2.278068648735698,0.9999989100206625
274,2.2779902085113997,0.9999989103388824
financial,2.2775535857663742,0.9999989121087204
favourite,2.277504203625999,0.9999989123087323
erratic,2.277469449545844,0.9999989124494773
ql,2.27702187743917,0.999998914260615
crossfire,2.2769677717373686,0.9999989144793807
bt,2.276920555613397,0.9999989146702586
mentally,2.2765087761908513,0.9999989163337001
scrape,2.2762437910196494,0.9999989174029746
specialized,2.275933662097788,0.9999989186532511
pressures,2.275805522421883,0.9999989191694767
boyd,2.275720709198003,0.9999989195110389
puffed,2.2750912023081327,0.9999989220432799
hunger,2.2750299099861886,0.9999989222895577
strategic,2.274527287200521,0.9999989243072966
stripping,2.274283216990897,0.9999989252859136
bnk,2.274213074194888,0.9999989255670131
trample,2.2741857790423916,0.999998925676382
13th,2.2735972193273097,0.9999989280323325
437,2.272931159192487,0.9999989306930989
prob,2.2728963562059374,0.9999989308319714
investigates,2.2726172410486956,0.9999989319451449
grains,2.272425583650976,0.9999989327089345
specifying,2.2722854823301843,0.9999989332669637
unsupported,2.271943489897926,0.9999989346280697
vanish,2.2717023031410504,0.9999989355870693
observance,2.27151097644251,0.9999989363472838
multiprocessing,2.2712710587174345,0.9999989372999029
detrimental,2.2712473841674545,0.999998937393865
inverse,2.2710890012340124,0.9999989380222872
forecast,2.2710870812568165,0.9999989380299033
incentive,2.2710182292543264,0.9999989383029877
atom,2.270379645426552,0.9999989408328697
tails,2.270377253654068,0.9999989408423353
primarily,2.2695336702538293,0.9999989441763151
oliver,2.2687584204203426,0.9999989472321918
excepting,2.268406671564389,0.9999989486161798
distinctions,2.2679794378216545,0.9999989502950452
060,2.2677258442210477,0.99999895129047
masse,2.267683668151612,0.9999989514559432
abide,2.2675818814099618,0.9999989518551989
_s,2.267330790845997,0.9999989528395307
assortment,2.266748230370956,0.9999989551202089
associating,2.266671565525911,0.9999989554200243
heinrich,2.266219481653021,0.9999989571864835
eqn,2.2662125857884234,0.999998957213408
borrowed,2.266145757405964,0.9999989574743053
creeping,2.265984171417429,0.999998958104901
appropriately,2.2655067805852824,0.9999989599660036
thriving,2.2653201762705732,0.9999989606926933
expenses,2.26496447055573,0.9999989620766905
925,2.2648647210327857,0.9999989624645134
consumed,2.2647844919010733,0.9999989627763504
dared,2.264549792665306,0.9999989636881191
955,2.2644956467582795,0.9999989638983685
garrison,2.264443754136609,0.9999989640998336
erivan,2.264443754136609,0.9999989640998336
entrepreneurs,2.264426261720311,0.9999989641677375
cancel,2.2616940999769195,0.9999989747264084
doe,2.261673670996199,0.9999989748050045
encompasses,2.2615926868243017,0.9999989751165226
114,2.261323368553099,0.9999989761519056
advert,2.2612753209563436,0.9999989763365271
suprised,2.2609525797897807,0.9999989775759017
occupancy,2.2606042419776218,0.9999989789121091
neglect,2.260214405045317,0.9999989804057069
jus,2.259957175849949,0.9999989813902002
supplying,2.2593120250413086,0.9999989838557556
accumulation,2.258928712820827,0.9999989853181942
speculate,2.2588450867456062,0.9999989856370071
reams,2.2587950351169215,0.9999989858277804
dependent,2.2583784603599897,0.9999989874143594
indicating,2.257984646833137,0.9999989889122672
tq,2.2574731875597704,0.9999989908547796
cleanly,2.257298409286624,0.9999989915178408
condemnations,2.2570485049202107,0.9999989924652527
costing,2.2558076234717452,0.9999989971581186
winston,2.2557969108961475,0.9999989971985495
integrity,2.254997550814498,0.9999990002114665
x5,2.254807343471246,0.9999990009272298
largely,2.2547228475531007,0.999999001245051
trader,2.2546484263866167,0.9999990015249045
folly,2.2538508229020575,0.9999990045199412
washers,2.2537401651679034,0.9999990049348491
armchair,2.2533853078881667,0.999999006264363
reassuring,2.2522636769191884,0.9999990104565454
fury,2.252211251220673,0.9999990106521142
344,2.25210166360482,0.9999990110608115
conformed,2.2512462434456273,0.9999990142459889
reservations,2.2511320007556117,0.9999990146706992
tightened,2.250821554655468,0.9999990158240156
thicker,2.2504106262225103,0.999999017348824
295,2.2497036846188743,0.9999990199672308
remap,2.2490962120525806,0.9999990222123768
421,2.2484537332228247,0.99999902458204
insisted,2.2479594677204378,0.9999990264016503
thomson,2.247842148111008,0.9999990268331226
legion,2.2478368445693,0.9999990268526238
beneath,2.247817086762239,0.9999990269252704
writers,2.2474441378409025,0.9999990282956681
noncommercial,2.247229978462547,0.9999990290818371
deprivation,2.24697159255019,0.9999990300296243
bouncing,2.246715076311272,0.9999990309697584
2a,2.2461788474317146,0.9999990329324857
agriculture,2.246175019105489,0.999999032946486
informational,2.245322912284318,0.9999990360582616
renewable,2.24494594415488,0.9999990374321198
microcomputer,2.2443972804745926,0.9999990394286826
638,2.244007720779356,0.9999990408440887
logan,2.2438992474181543,0.9999990412378876
glued,2.2432977223822523,0.9999990434191016
trio,2.2432574996050594,0.9999990435648011
financially,2.2430885744628664,0.9999990441764908
hades,2.242730189638017,0.9999990454731019
oftentimes,2.2422427021701523,0.9999990472343451
enters,2.241789371221263,0.9999990488696506
pessimistic,2.2416614808680397,0.9999990493305498
complains,2.241507398006826,0.9999990498855854
forbade,2.241408798859807,0.9999990502406105
als,2.24123704595478,0.9999990508587646
